SimTime,tb_top.ch_out,tb_top.adc_out[5:0]
23.804,-0.36232520784742023,12
23.805,-0.3629837066282624,12
23.806,-0.36357908112901649,12
23.807,-0.36414641841339612,12
23.808,-0.36471054688193849,12
23.809,-0.36528724268854273,12
23.81,-0.36588443289891959,12
23.811,-0.36650337526778509,12
23.812,-0.36713979728468382,12
23.813,-0.36778497989005432,12
23.814,-0.36842677394753065,12
23.815,-0.36905054013613892,12
23.816,-0.36964000536412633,12
23.817,-0.37017803107813257,12
23.818,-0.37064729092682192,12
23.819,-0.37103085712217143,12
23.82,-0.37131269651489929,12
23.821,-0.37147807885838158,12
23.822,-0.37151390097756731,12
23.823,-0.37140893158941046,12
23.824,-0.37115398234607938,12
23.825,-0.37074201130136464,12
23.826,-0.37016816544628051,12
23.827,-0.36942976923566878,12
23.828,-0.36852626614884687,12
23.829,-0.3674591203101143,12
23.83,-0.36623168505590903,12
23.831,-0.3648490450914248,12
23.832,-0.36331783854727129,12
23.833,-0.36164606484257877,12
23.834,-0.35984288380044466,12
23.835,-0.35791841095959054,12
23.836,-0.35588351349630654,12
23.837,-0.3537496106258522,12
23.838,-0.35152848180385965,12
23.839,-0.34923208550608892,12
23.84,-0.34687239083792021,12
23.841,-0.34446122372075783,12
23.842,-0.34201012892727378,12
23.843,-0.33953024879611748,12
23.844,-0.33703221905314229,12
23.845,-0.33452608180302684,12
23.846,-0.33202121543404417,12
23.847,-0.32952628090035141,12
23.848,-0.32704918361042229,12
23.849,-0.32459704995623506,12
23.85,-0.32217621736406987,11
23.851,-0.31979223663221662,11
23.852,-0.31744988524107609,11
23.853,-0.31515319027424082,11
23.854,-0.3129054595721088,11
23.855,-0.31070931974917881,11
23.856,-0.30856675973909109,11
23.857,-0.30647917858436324,11
23.858,-0.3044474362573456,11
23.859,-0.30247190638195987,11
23.86,-0.3005525298192544,11
23.861,-0.29868886818079055,11
23.862,-0.29688015643972399,11
23.863,-0.29512535391768419,11
23.864,-0.29342319303400555,11
23.865,-0.29177222531056735,11
23.866,-0.29017086422877786,11
23.867,-0.28861742463366113,11
23.868,-0.28711015847240695,11
23.869,-0.28564728674019202,11
23.87,-0.28422702758388396,11
23.871,-0.28284762058392066,11
23.872,-0.28150734729593363,11
23.873,-0.28020454818646739,11
23.874,-0.27893763614149242,11
23.875,-0.27770510676253246,11
23.876,-0.27650554569344782,11
23.877,-0.27533763324166827,11
23.878,-0.27420014657145864,11
23.879,-0.2730919597542022,11
23.88,-0.27201204196231715,11
23.881,-0.27095945408993038,11
23.882,-0.26993334407547515,11
23.883,-0.26893294118962807,11
23.884,-0.26795754953709383,11
23.885,-0.26700654100332588,11
23.886,-0.26607934785792997,11
23.887,-0.26517545520580255,11
23.888,-0.26429439345552563,11
23.889,-0.26343573095265382,11
23.89,-0.26259906690370305,11
23.891,-0.26178402469527073,11
23.892,-0.26099024569209239,11
23.893,-0.26021738357825031,11
23.894,-0.25946509928741224,11
23.895,-0.25873305655106649,11
23.896,-0.25802091807835853,11
23.897,-0.25732834236741225,11
23.898,-0.25665498113597862,11
23.899,-0.25600047734891063,11
23.9,-0.25536446381129074,11
23.901,-0.25474656228899367,11
23.902,-0.25414638311297988,11
23.903,-0.25356352521959469,11
23.904,-0.25299757657649147,11
23.905,-0.25244811494238495,11
23.906,-0.25191470890855405,11
23.907,-0.25139691917071483,11
23.908,-0.25089429998145274,11
23.909,-0.25040640073569259,11
23.91,-0.24993276764458647,11
23.911,-0.24947294545656706,11
23.912,-0.24902647918805079,11
23.913,-0.24859291583025483,11
23.914,-0.24817180600272382,11
23.915,-0.24776270552834831,11
23.916,-0.24736517690881787,11
23.917,-0.24697879068351558,11
23.918,-0.24660312665876491,11
23.919,-0.24623777499803262,11
23.92,-0.24588233716713429,11
23.921,-0.24553642673164486,11
23.922,-0.24519967000656689,11
23.923,-0.24487170656083568,11
23.924,-0.24455218958143657,11
23.925,-0.24424078610377628,11
23.926,-0.24393717711648916,11
23.927,-0.24364105755008331,11
23.928,-0.24335213615975698,11
23.929,-0.24307013531335472,11
23.93,-0.24279479069581666,11
23.931,-0.24252585094161422,11
23.932,-0.24226307720659868,11
23.933,-0.2420062426904307,11
23.934,-0.24175513212034244,11
23.935,-0.24150954120643092,11
23.936,-0.24126927607801879,11
23.937,-0.24103415270986994,11
23.938,-0.24080399634623745,11
23.939,-0.24057864092986675,11
23.94,-0.24035792854220397,11
23.941,-0.24014170886017921,11
23.942,-0.23992983863406706,11
23.943,-0.23972218119008443,11
23.944,-0.23951860596057911,11
23.945,-0.239318988043903,11
23.946,-0.23912320779535806,11
23.947,-0.23893115044995705,11
23.948,-0.23874270577715889,11
23.949,-0.23855776776722259,11
23.95,-0.23837623434837674,16
23.951,-0.23819800713361827,16
23.952,-0.2380229911956423,16
23.953,-0.23785109486815059,16
23.954,-0.23768222957159696,16
23.955,-0.23751630966129228,16
23.956,-0.2373532522957098,16
23.957,-0.23719297732279554,16
23.958,-0.2370354071820957,16
23.959,-0.23688046682055691,16
23.96,-0.23672808361993106,16
23.961,-0.23657818733381819,16
23.962,-0.23643071003250526,16
23.963,-0.23628558605389977,16
23.964,-0.23614275195900913,16
23.965,-0.23600214649057963,16
23.966,-0.23586371053367239,16
23.967,-0.23572738707712165,16
23.968,-0.23559312117498366,16
23.969,-0.23546085990724414,16
23.97,-0.2353305523392043,16
23.971,-0.23520214947910811,16
23.972,-0.2350756042337061,16
23.973,-0.23495087136157233,16
23.974,-0.23482790742409954,16
23.975,-0.2347066707341926,16
23.976,-0.23458712130276507,16
23.977,-0.23446922078321092,16
23.978,-0.2343529324140835,16
23.979,-0.23423822096025729,16
23.98,-0.2341250526528815,16
23.981,-0.23401339512845962,16
23.982,-0.23390321736739955,16
23.983,-0.23379448963238519,16
23.984,-0.23368718340691597,16
23.985,-0.23358127133435033,16
23.986,-0.23347672715777318,16
23.987,-0.23337352566098585,16
23.988,-0.233271642610892,16
23.989,-0.23317105470152533,16
23.99,-0.23307173949993426,16
23.991,-0.23297367539410785,16
23.992,-0.23287684154309446,16
23.993,-0.23278121782943417,16
23.994,-0.23268678481399321,16
23.995,-0.23259352369325983,16
23.996,-0.2325014162591319,16
23.997,-0.23241044486120027,16
23.998,-0.23232059237150804,16
23.999,-0.23223184215174283,16
24,-0.23214417802280099,16
24.001,-0.23205758423664527,16
24.002,-0.23339327272536325,16
24.003,-0.23402484164644283,16
24.004,-0.23417037997964149,16
24.005,-0.23400701437680407,16
24.006,-0.23367411456825696,16
24.007,-0.23327671819953164,16
24.008,-0.23288909105798791,16
24.009,-0.23255834613791299,16
24.01,-0.23230805294751977,16
24.011,-0.23214177668677796,16
24.012,-0.23204649524425466,16
24.013,-0.23199585021638283,16
24.014,-0.23195319620582322,16
24.015,-0.2318744203886636,16
24.016,-0.23171051165453682,16
24.017,-0.23140986543976319,16
24.018,-0.23092031662994014,16
24.019,-0.23019089856074404,16
24.02,-0.22917333116566649,16
24.021,-0.22782324569310167,16
24.022,-0.22610115714176771,16
24.023,-0.22397319865356582,16
24.024,-0.22141163457727872,16
24.025,-0.21839517080406295,16
24.026,-0.21490908231248179,16
24.027,-0.21094517868832038,16
24.028,-0.20650162874817277,16
24.029,-0.20158266534415822,16
24.03,-0.19619819101008476,16
24.031,-0.19036330437747004,16
24.032,-0.18409776629317218,16
24.033,-0.17742542335784783,16
24.034,-0.17037360522296949,16
24.035,-0.16297251047804537,16
24.036,-0.15525459437032291,16
24.037,-0.14725396996452528,16
24.038,-0.13900583270430972,16
24.039,-0.13054591671053015,16
24.04,-0.12190998957049742,16
24.041,-0.11313339085978227,16
24.042,-0.10425061821236192,16
24.043,-0.09529496343099142,16
24.044,-0.086298199918946689,16
24.045,-0.077290321624756825,16
24.046,-0.06829933272815121,16
24.047,-0.059351086460307741,16
24.048,-0.050469170744214302,16
24.049,-0.041674837758926893,16
24.05,-0.032986974070221387,29
24.051,-0.024422107623468706,29
24.052,-0.015994447655103702,29
24.053,-0.0077159534383669653,29
24.054,0.00040357227211079705,29
24.055,0.0083563692035197173,29
24.056,0.01613658894378011,29
24.057,0.023740151585383937,29
24.058,0.031164593274694188,29
24.059,0.038408908058086222,29
24.06,0.045473387135929806,29
24.061,0.052359458332437402,29
24.062,0.059069528271876053,29
24.063,0.065606829426901464,29
24.064,0.071975273879426246,29
24.065,0.078179315314314463,29
24.066,0.084223820456358331,29
24.067,0.090113950865713499,29
24.068,0.095855055729764022,29
24.069,0.10145257603303552,29
24.07,0.10691196025336042,29
24.071,0.11223859152345506,29
24.072,0.11743772601322833,29
24.073,0.12251444212979472,29
24.074,0.12747359999911681,29
24.075,0.13231981058483439,29
24.076,0.13705741371516705,29
24.077,0.14169046422652065,29
24.078,0.14622272539105416,29
24.079,0.15065766877325742,29
24.08,0.15499847965569444,29
24.081,0.15924806718454312,29
24.082,0.16340907840942492,29
24.083,0.16748391542728083,29
24.084,0.17147475488476066,29
24.085,0.17538356914585732,29
24.086,0.17921214848953998,29
24.087,0.18296212376422527,29
24.088,0.18663498899051212,29
24.089,0.19023212346927212,29
24.09,0.19375481301765396,29
24.091,0.19720427001971302,29
24.092,0.20058165204024164,29
24.093,0.20388807880914855,29
24.094,0.20712464743874734,29
24.095,0.21029244578705253,29
24.096,0.21339256392626171,29
24.097,0.21642610371677123,29
24.098,0.21939418652319265,29
24.099,0.22229795913987255,29
24.1,0.22513859801943248,29
24.101,0.22791731191897943,29
24.102,0.23253031279509861,29
24.103,0.2361436937829626,29
24.104,0.23904956741802236,29
24.105,0.24148545919095771,29
24.106,0.24363857833046837,29
24.107,0.24565038046654575,29
24.108,0.24762131026992756,29
24.109,0.24961562214189456,29
24.11,0.25166618762633997,29
24.111,0.25377920917326596,29
24.112,0.25593877096397943,29
24.113,0.25811116850329535,29
24.114,0.26024896940931697,29
24.115,0.2622947681295637,29
24.116,0.26418460705217595,29
24.117,0.26585104555675332,29
24.118,0.26722586687942285,29
24.119,0.2682424201920906,29
24.12,0.26883760197877909,29
24.121,0.26895348661405799,29
24.122,0.26853862100877934,29
24.123,0.26754900230089401,29
24.124,0.2659487608615968,29
24.125,0.26371057339817905,29
24.126,0.26081583271273162,29
24.127,0.25725460177548609,29
24.128,0.2530253802538085,29
24.129,0.24813471156707884,29
24.13,0.24259665798049979,29
24.131,0.23643217027456304,29
24.132,0.22966837719823072,29
24.133,0.22233781829794849,29
24.134,0.21447764187387086,29
24.135,0.20612878780822405,29
24.136,0.19733517289356414,29
24.137,0.1881428941112957,29
24.138,0.17859946311876526,29
24.139,0.16875308303699663,29
24.14,0.15865197652590712,29
24.141,0.14834377211961725,29
24.142,0.13787495389607929,29
24.143,0.12729037779255195,29
24.144,0.11663285626655603,29
24.145,0.10594281155152104,29
24.146,0.095257996473926992,29
24.147,0.084613280687169556,29
24.148,0.074040499236086452,29
24.149,0.063568359591599038,29
24.15,0.053222402681213796,36
24.151,0.043025012980053109,36
24.152,0.032995472408749546,36
24.153,0.023150052597703488,36
24.154,0.013502140009634268,36
24.155,0.0040623884511462385,36
24.156,-0.0051611063640717714,36
24.157,-0.014162615326132111,36
24.158,-0.022938572361379098,36
24.159,-0.031487363301769225,36
24.16,-0.03980911133298428,36
24.161,-0.047905462759404487,36
24.162,-0.055779376401069829,36
24.163,-0.063434919505195558,36
24.164,-0.070877072621471665,36
24.165,-0.078111545464034648,36
24.166,-0.085144605370380877,36
24.167,-0.091982919574284991,36
24.168,-0.098633412140671783,36
24.169,-0.10510313606906496,36
24.17,-0.11139916076147324,36
24.171,-0.11752847477227789,36
24.172,-0.12349790351296391,36
24.173,-0.12931404137377195,36
24.174,-0.13498319754727583,36
24.175,-0.14051135469468978,36
24.176,-0.14590413948306247,36
24.177,-0.15116680393871798,36
24.178,-0.15630421650731052,36
24.179,-0.16132086168138671,36
24.18,-0.16622084704992379,36
24.181,-0.17100791663834947,36
24.182,-0.17568546943940475,36
24.183,-0.18025658208224316,36
24.184,-0.18472403464676057,36
24.185,-0.1890903386998079,36
24.186,-0.19335776670725022,36
24.187,-0.19752838205855436,36
24.188,-0.20160406902662675,36
24.189,-0.20558656207309356,36
24.19,-0.20947747399641509,36
24.191,-0.21327832250566714,36
24.192,-0.21699055488521374,36
24.193,-0.22061557049376257,36
24.194,-0.22415474091455034,36
24.195,-0.22760942764096589,36
24.196,-0.23098099724327448,36
24.197,-0.23427083401691803,36
24.198,-0.23748035016095365,36
24.199,-0.24061099357650645,36
24.2,-0.2436642534097419,36
24.201,-0.24664166349198779,36
24.202,-0.2514397735515449,36
24.203,-0.25522502707993078,36
24.204,-0.25828989906106403,36
24.205,-0.26087228870549845,36
24.206,-0.26315978913599497,36
24.207,-0.26529424872806928,36
24.208,-0.26737651225064535,36
24.209,-0.26947123992811511,36
24.21,-0.27161171313998533,36
24.211,-0.27380454642815721,36
24.212,-0.27603423655928516,36
24.213,-0.27826749038073151,36
24.214,-0.28045728392978547,36
24.215,-0.28254661554985322,36
24.216,-0.28447192550314115,36
24.217,-0.28616616364114811,36
24.218,-0.28756149502043593,36
24.219,-0.28859164087283884,36
24.22,-0.28919385901879768,36
24.221,-0.28931057363148183,36
24.222,-0.2888906692167274,36
24.223,-0.2878904677838881,36
24.224,-0.28627441147298099,36
24.225,-0.28401547541279365,36
24.226,-0.28109533736085918,36
24.227,-0.27750433177463968,36
24.228,-0.27324121644456978,36
24.229,-0.26831277974820528,36
24.23,-0.26273331602715272,36
24.231,-0.25652399561200989,36
24.232,-0.24971215469195066,36
24.233,-0.24233052860990348,36
24.234,-0.23441645032396363,36
24.235,-0.2260110337697725,36
24.236,-0.21715835974209866,36
24.237,-0.20790467973720653,36
24.238,-0.19829765100636237,36
24.239,-0.18838561390542918,36
24.24,-0.17821692052114729,36
24.241,-0.16783932154134976,36
24.242,-0.15729941643883813,36
24.243,-0.14664217027678716,36
24.244,-0.13591049883245793,36
24.245,-0.12514492228633164,36
24.246,-0.11438328644207289,36
24.247,-0.10366054933180031,36
24.248,-0.093008630120431229,36
24.249,-0.082456316448895936,36
24.25,-0.072029225742755984,26
24.251,-0.061749815552063991,26
24.252,-0.051637437670280242,26
24.253,-0.041708430593478688,26
24.254,-0.031976244813694737,26
24.255,-0.022451595479193009,26
24.256,-0.013142637086412209,26
24.257,-0.0040551550800429492,26
24.258,0.0048072304840538621,26
24.259,0.013442853726368748,26
24.26,0.021851788321439775,26
24.261,0.030035633201903257,26
24.262,0.037997301902202865,26
24.263,0.045740818422839065,26
24.264,0.053271122062856349,26
24.265,0.060593883242084534,26
24.266,0.067715331922195504,26
24.267,0.074642099842596177,26
24.268,0.081381077418226339,26
24.269,0.087939285805162803,26
24.27,0.094323764329319007,26
24.271,0.10054147319537543,26
24.272,0.10659921114848486,26
24.273,0.11250354755065176,26
24.274,0.11826076815672092,26
24.275,0.12387683373080322,26
24.276,0.12935735053140343,26
24.277,0.13470755161078507,26
24.278,0.1399322878191718,26
24.279,0.14503602737495686,26
24.28,0.15002286285569813,26
24.281,0.15489652447873778,26
24.282,0.15966039857215369,26
24.283,0.16431755018378483,26
24.284,0.1688707488356713,26
24.285,0.17332249650089557,26
24.286,0.17767505695710778,26
24.287,0.18193048575371346,26
24.288,0.18609066011571851,26
24.289,0.19015730819466703,26
24.29,0.19413203716427804,26
24.291,0.19801635974379614,26
24.292,0.20181171881443208,26
24.293,0.20551950987250203,26
24.294,0.20914110113610201,26
24.295,0.21267785118968224,26
24.296,0.2161311241122145,26
24.297,0.21950230208943095,26
24.298,0.22279279555867468,26
24.299,0.22600405097619622,26
24.3,0.22913755633133817,26
24.301,0.23219484456015968,26
24.302,0.23565123745794622,26
24.303,0.23879956495412485,26
24.304,0.24171419820248788,26
24.305,0.24445589542723917,26
24.306,0.24707286616727497,26
24.307,0.2496019077483278,26
24.308,0.25206958616828073,26
24.309,0.25449343606812141,26
24.31,0.25688315710104792,26
24.311,0.25924178674059828,26
24.312,0.26156683232684469,26
24.313,0.26385134788553422,26
24.314,0.26608494392297599,26
24.315,0.26825472096044745,26
24.316,0.27034611999338753,26
24.317,0.27234368531643005,26
24.318,0.27423173722517841,26
24.319,0.2759949539749938,26
24.32,0.27761886403664682,26
24.321,0.27909025113398189,26
24.322,0.28039747577955776,26
24.323,0.28153071804418595,26
24.324,0.28248214711228953,26
24.325,0.28324602379674796,26
24.326,0.28381874262634937,26
24.327,0.28419882038992261,26
24.328,0.28438683813878896,26
24.329,0.28438534362940826,26
24.33,0.2841987210475696,26
24.331,0.28383303461094223,26
24.332,0.28329585231486781,26
24.333,0.28259605568313018,26
24.334,0.28174364092661475,26
24.335,0.28074951641295431,26
24.336,0.27962530082312265,26
24.337,0.27838312582901947,26
24.338,0.27703544658071366,26
24.339,0.27559486275322137,26
24.34,0.27407395237922721,26
24.341,0.27248512019345617,26
24.342,0.27084046174262344,26
24.343,0.2691516440769498,26
24.344,0.26742980343887535,26
24.345,0.26568546000446225,26
24.346,0.26392844941466675,26
24.347,0.26216787055786483,26
24.348,0.2604120488315802,26
24.349,0.25866851391941637,26
24.35,0.25694399096722231,48
24.351,0.25524440392848657,48
24.352,0.25357488977039422,48
24.353,0.25193982218608701,48
24.354,0.25034284344239666,48
24.355,0.24878690300245307,48
24.356,0.24727430159581548,48
24.357,0.24580673946180159,48
24.358,0.24438536756123408,48
24.359,0.24301084063469583,48
24.36,0.24168337107854412,48
24.361,0.24040278271051763,48
24.362,0.23916856360211713,48
24.363,0.23797991726262616,48
24.364,0.2368358115674743,48
24.365,0.23573502492971077,48
24.366,0.23467618931597195,48
24.367,0.23365782980609198,48
24.368,0.23267840048725008,48
24.369,0.23173631655836552,48
24.37,0.23082998259764942,48
24.371,0.22995781701533222,48
24.372,0.22911827277433788,48
24.373,0.2283098545139757,48
24.374,0.22753113225563545,48
24.375,0.22678075190521335,48
24.376,0.22605744279488893,48
24.377,0.22536002252734627,48
24.378,0.22468739939909652,48
24.379,0.22403857268677951,48
24.38,0.22341263108182158,48
24.381,0.22280874955524166,48
24.382,0.22222618492639248,48
24.383,0.22166427039765141,48
24.384,0.22112240930218824,48
24.385,0.22060006829455572,48
24.386,0.22009677019457524,48
24.387,0.21961208667437893,48
24.388,0.21914563095704093,48
24.389,0.21869705067345424,48
24.39,0.21826602100240772,48
24.391,0.21785223819755911,48
24.392,0.21745541358450687,48
24.393,0.2170752680916985,48
24.394,0.21671152736070248,48
24.395,0.21636391746457695,48
24.396,0.21603216124782171,48
24.397,0.21571597528778325,48
24.398,0.2154150674654409,48
24.399,0.21512913512324189,48
24.4,0.21485786377906205,48
24.401,0.2146009263583899,48
24.402,0.21388424047640148,48
24.403,0.21341624904957973,48
24.404,0.2131238859351206,48
24.405,0.21294772781299004,48
24.406,0.21284092682446523,48
24.407,0.21276807029166411,48
24.408,0.21270399548219565,48
24.409,0.21263258488901682,48
24.41,0.21254556484685294,48
24.411,0.21244132756805953,48
24.412,0.21232379391143574,48
24.413,0.21220133144971362,48
24.414,0.21208573972113656,48
24.415,0.21199131197700785,48
24.416,0.21193398030311125,48
24.417,0.21193054872493192,48
24.418,0.21199801682504232,48
24.419,0.2121529945205694,48
24.42,0.21241120697875282,48
24.421,0.21278708719383782,48
24.422,0.21329345250917991,48
24.423,0.21394126034090247,48
24.424,0.21473943753685615,48
24.425,0.21569477717729019,48
24.426,0.21681189617957,48
24.427,0.21809324679465167,48
24.428,0.21953917496268413,48
24.429,0.22114801851295063,48
24.43,0.22291623833274363,48
24.431,0.2248385758738714,48
24.432,0.2269082306976386,48
24.433,0.22911705216305731,48
24.434,0.23145573982312204,48
24.435,0.23391404759545337,48
24.436,0.23648098730274161,48
24.437,0.23914502772258145,48
24.438,0.2418942858340995,48
24.439,0.24471670749012711,48
24.44,0.24760023526976088,48
24.441,0.25053296176949258,48
24.442,0.25350326706547405,48
24.443,0.25649993951994843,48
24.444,0.25951227950765521,48
24.445,0.26253018600043465,48
24.446,0.26554422626868812,48
24.447,0.26854568923608302,48
24.448,0.27152662325907406,48
24.449,0.27447985929630597,48
24.45,0.27739902058627985,49
24.451,0.28027852006684323,49
24.452,0.28311354684956835,49
24.453,0.28590004310873129,49
24.454,0.28863467276145138,49
24.455,0.29131478330581673,49
24.456,0.2939383621508308,49
24.457,0.29650398871908723,49
24.458,0.29901078353351901,49
24.459,0.30145835541656363,49
24.46,0.3038467478366994,49
24.461,0.30617638533641822,49
24.462,0.30844802086998041,49
24.463,0.31066268477119119,49
24.464,0.31282163596313967,49
24.465,0.31492631591529618,49
24.466,0.31697830575024843,49
24.467,0.3189792868040951,49
24.468,0.32093100485227605,49
24.469,0.3228352381273264,49
24.47,0.32469376917738568,49
24.471,0.32650836054475524,49
24.472,0.32828073418264647,49
24.473,0.33001255447560179,49
24.474,0.33170541468482662,49
24.475,0.33336082660364391,49
24.476,0.33498021318014037,49
24.477,0.33656490384339166,49
24.478,0.33811613225591619,49
24.479,0.33963503620765373,49
24.48,0.34112265936516217,49
24.481,0.3425799545932427,49
24.482,0.34400778857416947,49
24.483,0.34540694746145939,49
24.484,0.34677814332001522,49
24.485,0.34812202112188723,49
24.486,0.34943916608622416,49
24.487,0.35073011117265473,49
24.488,0.3519953445588479,49
24.489,0.35323531695485866,49
24.49,0.35445044862866004,49
24.491,0.35564113603861203,49
24.492,0.35680775798921138,49
24.493,0.35795068124602247,49
24.494,0.35907026556399635,49
24.495,0.36016686810026977,49
24.496,0.36124084719786331,49
24.497,0.3622925655404009,49
24.498,0.36332239268998157,49
24.499,0.36433070703066339,49
24.5,0.36531789714866825,49
24.501,0.36628436268744546,49
24.502,0.36770425714620492,49
24.503,0.368869207342579,49
24.504,0.369852347841512,49
24.505,0.37071316913587393,49
24.506,0.37149858506533828,49
24.507,0.37224407314940267,49
24.508,0.37297485987080192,49
24.509,0.37370712543960738,49
24.51,0.37444920521702624,49
24.511,0.37520276771638283,49
24.512,0.37596395186811449,49
24.513,0.37672444898338364,49
24.514,0.37747251753119859,49
24.515,0.37819392141744468,49
24.516,0.37887278488818577,49
24.517,0.37949235944754411,49
24.518,0.38003570026200828,49
24.519,0.38048625140344361,49
24.52,0.38082834095296164,49
24.521,0.38104758844255238,49
24.522,0.38113122835072621,49
24.523,0.38106835439592907,49
24.524,0.3808500901940709,49
24.525,0.38046969247382567,49
24.526,0.37992259348742613,49
24.527,0.37920638952928376,49
24.528,0.37832078259509416,49
24.529,0.37726748219623651,49
24.53,0.37605007420488601,49
24.531,0.37467386336114378,49
24.532,0.3731456957413446,49
24.533,0.37147376708277791,49
24.534,0.3696674223999834,49
24.535,0.36773695182630473,49
24.536,0.36569338708526045,49
24.537,0.36354830245212932,49
24.538,0.36131362351833762,49
24.539,0.35900144652988741,49
24.54,0.35662387054497507,49
24.541,0.35419284415261199,49
24.542,0.35172002801967994,49
24.543,0.34921667409338708,49
24.544,0.34669352188331987,49
24.545,0.34416071188486774,49
24.546,0.34162771588537338,49
24.547,0.33910328361662478,49
24.548,0.33659540498213264,49
24.549,0.33411128689413805,49
24.55,0.3316573436019849,53
24.551,0.32923919927831369,53
24.552,0.32686170155002903,53
24.553,0.32452894461434845,53
24.554,0.32224430056339226,53
24.555,0.32001045755050916,53
24.556,0.31782946346452362,53
24.557,0.31570277383101825,53
24.558,0.31363130272932582,53
24.559,0.31161547559690983,53
24.56,0.30965528288619759,53
24.561,0.30775033363981996,53
24.562,0.3058999081559301,53
24.563,0.30410300902337922,53
24.564,0.30235840991482416,53
24.565,0.30066470163238623,53
24.566,0.29902033500359526,53
24.567,0.29742366032361178,53
24.568,0.29587296313196104,53
24.569,0.29436649619730082,53
24.57,0.29290250766140191,53
24.571,0.29147926536305524,53
24.572,0.29009507742377055,53
24.573,0.28874830922979089,53
24.574,0.28743739698918835,53
24.575,0.28616085807883501,53
24.576,0.2849172984241819,53
24.577,0.2837054171754621,53
24.578,0.28252400895766921,53
24.579,0.28137196397901665,53
24.58,0.2802482662841852,53
24.581,0.2791519904351476,53
24.582,0.27808229689439529,53
24.583,0.27703842637363052,53
24.584,0.27601969339608917,53
24.585,0.27502547930324872,53
24.586,0.27405522491734985,53
24.587,0.27310842305048788,53
24.588,0.27218461102952551,53
24.589,0.27128336338421855,53
24.59,0.27040428482415269,53
24.591,0.26954700360873807,53
24.592,0.26871116539391882,53
24.593,0.26789642761969418,53
24.594,0.26710245448424325,53
24.595,0.26632891253356228,53
24.596,0.26557546688019129,53
24.597,0.26484177805091086,53
24.598,0.26412749945127378,53
24.599,0.2634322754245142,53
24.6,0.26275573987372236,53
24.601,0.26209751540914888,53
24.602,0.26240469782702641,53
24.603,0.26225929521836905,53
24.604,0.26180629816114226,53
24.605,0.2611633784117805,53
24.606,0.26042302691326369,53
24.607,0.25965483831775715,53
24.608,0.25890788594725933,53
24.609,0.25821313611066893,53
24.61,0.25758585600180256,53
24.611,0.25702797488993623,53
24.612,0.25653036386432654,53
24.613,0.2560750049016397,53
24.614,0.25563702539816024,53
24.615,0.25518657946821843,53
24.616,0.25469056219064329,53
24.617,0.25411414753311767,53
24.618,0.25342214485908088,53
24.619,0.25258017269373101,53
24.62,0.25155565177574996,53
24.621,0.25031862234031016,53
24.622,0.24884239306614378,53
24.623,0.24710403118204549,53
24.624,0.24508470487990247,53
24.625,0.24276989044156844,53
24.626,0.24014945737962606,53
24.627,0.23721764544495982,53
24.628,0.23397294759748183,53
24.629,0.23041791300256231,53
24.63,0.22655888383807096,53
24.631,0.22240567920913343,53
24.632,0.21797123880319602,53
24.633,0.21327123810937823,53
24.634,0.20832368610468061,53
24.635,0.20314851530500469,53
24.636,0.19776717301870231,53
24.637,0.1922022215498031,53
24.638,0.1864769540000171,53
24.639,0.18061503123335321,53
24.64,0.17464014451239437,53
24.641,0.16857570730595972,53
24.642,0.16244457881652247,53
24.643,0.15626882089229643,53
24.644,0.15006948918094401,53
24.645,0.14386645865474748,53
24.646,0.13767828299411819,53
24.647,0.13152208675891625,53
24.648,0.12541348880495379,53
24.649,0.1193665550145236,53
24.65,0.11339377810182116,39
24.651,0.10750608202263869,39
24.652,0.10171284835775457,39
24.653,0.096021961945396903,39
24.654,0.090439873003896692,39
24.655,0.084971673004705969,39
24.656,0.079621181621697623,39
24.657,0.074391042188407447,39
24.658,0.069282823234024751,39
24.659,0.064297123835075437,39
24.66,0.059433680706741245,39
24.661,0.05469147515984199,39
24.662,0.050068838261317132,39
24.663,0.045563552752675707,39
24.664,0.041172950497933743,39
24.665,0.036894004446132216,39
24.666,0.0327234143002509,39
24.667,0.028657685281351937,39
24.668,0.024693199561754194,39
24.669,0.020826280112099391,39
24.67,0.017053246862932074,39
24.671,0.01337046522092086,39
24.672,0.0097743871025401802,39
24.673,0.0062615847537168118,39
24.674,0.0028287777127518621,39
24.675,-0.00052714665383031545,39
24.676,-0.0038091185563255692,39
24.677,-0.0070198766000315153,39
24.678,-0.010161963461173297,39
24.679,-0.013237725850330642,39
24.68,-0.01624931818982623,39
24.681,-0.019198709438496626,39
24.682,-0.022087692513162574,39
24.683,-0.024917895779619986,39
24.684,-0.027690796115783324,39
24.685,-0.030407733084467557,39
24.686,-0.033069923791992015,39
24.687,-0.035678478050201218,39
24.688,-0.03823441350258068,39
24.689,-0.040738670418950552,39
24.69,-0.043192125906895668,39
24.691,-0.045595607330888813,39
24.692,-0.047949904771340549,39
24.693,-0.050255782395021292,39
24.694,-0.052513988645007809,39
24.695,-0.05472526519216131,39
24.696,-0.056890354620893202,39
24.697,-0.059010006849446697,39
24.698,-0.061084984309026431,39
24.699,-0.063116065926820689,39
24.7,-0.065104049975323042,39
24.701,-0.067049755864465294,39
24.702,-0.069901509814063012,39
24.703,-0.072242583848207365,39
24.704,-0.074219264716140348,39
24.705,-0.0759505503109692,39
24.706,-0.077530284559675852,39
24.707,-0.079029438136557772,39
24.708,-0.080498479072985296,39
